Transaction_ID,User_ID,Timestamp,Amount,Location,Is_Fraud
TXN_1073,U_739,2023-01-09 14:39:34,2765.34,"Los Angeles, CA",0
TXN_1074,U_740,2023-01-13 05:32:11,1583.84,"San Antonio, TX",1
TXN_1075,U_514,2023-01-20 04:47:25,1195.02,"Phoenix, AZ",0
TXN_1076,U_362,2023-01-08 11:14:23,1704.48,"Chicago, IL",0
TXN_1077,U_671,2023-01-05 07:46:56,281.88,"Phoenix, AZ",0
TXN_1078,U_403,2023-01-29 14:43:09,2280.12,"San Antonio, TX",0
TXN_1079,U_136,2023-01-15 08:44:42,214.13,"San Antonio, TX",0
TXN_1080,U_332,2023-01-29 16:05:54,1210.17,"New York, NY",0
TXN_1081,U_307,2023-01-19 06:39:19,523.37,"Houston, TX",0
TXN_1082,U_772,2023-01-22 09:06:31,1908.33,"New York, NY",0
TXN_1083,U_724,2023-01-25 15:37:43,1543.7,"Philadelphia, PA",0
TXN_1084,U_203,2023-01-21 06:44:50,470.67,"San Diego, CA",0
TXN_1085,U_572,2023-01-21 16:05:54,3641.81,"New York, NY",0
TXN_1086,U_995,2023-01-14 00:48:01,1182.32,"Chicago, IL",0
TXN_1087,U_819,2023-01-16 18:00:28,258.95,"Phoenix, AZ",0
TXN_1088,U_260,2023-01-25 17:13:39,275.82,"San Antonio, TX",0
TXN_1089,U_376,2023-01-06 13:20:47,2372.36,"San Antonio, TX",1
TXN_1090,U_491,2023-01-30 08:36:22,1281.33,"Philadelphia, PA",0
TXN_1091,U_739,2023-01-28 05:50:39,103.36,"Phoenix, AZ",0
TXN_1092,U_982,2023-01-30 08:24:53,313.16,"Philadelphia, PA",0
TXN_1093,U_849,2023-01-02 08:19:41,3617.31,"Phoenix, AZ",0
TXN_1094,U_464,2023-01-21 13:57:06,2231.06,"Phoenix, AZ",0
TXN_1095,U_382,2023-01-24 07:34:44,703.44,"Chicago, IL",0
TXN_1096,U_383,2023-01-17 09:56:15,2001.33,"Chicago, IL",0
TXN_1097,U_928,2023-01-09 10:45:03,334.58,"Phoenix, AZ",0
TXN_1098,U_646,2023-01-18 12:58:56,5217.23,"Philadelphia, PA",0
TXN_1099,U_257,2023-01-14 02:19:25,2468.51,"New York, NY",0
TXN_1100,U_198,2023-01-30 00:57:59,406.6,"Houston, TX",0
TXN_1101,U_401,2023-01-02 08:01:34,3533.74,"Philadelphia, PA",1
TXN_1102,U_290,2023-01-02 15:19:24,491.29,"New York, NY",0
TXN_1103,U_260,2023-01-26 15:19:27,669.13,"Los Angeles, CA",0
TXN_1104,U_117,2023-01-08 23:39:04,507.02,"Houston, TX",0
TXN_1105,U_665,2023-01-17 08:54:26,849.11,"San Diego, CA",0
TXN_1106,U_891,2023-01-13 04:23:10,5353.57,"Chicago, IL",1
TXN_1107,U_254,2023-01-19 07:53:13,2103.61,"San Antonio, TX",0
TXN_1108,U_884,2023-01-02 20:07:03,1199.07,"Houston, TX",0
TXN_1109,U_910,2023-01-06 18:34:23,809.79,"Los Angeles, CA",0
TXN_1110,U_781,2023-01-27 23:55:14,300.99,"Chicago, IL",0
TXN_1111,U_507,2023-01-08 16:27:56,90.12,"Philadelphia, PA",0
TXN_1112,U_924,2023-01-23 01:15:24,221.01,"Chicago, IL",0
TXN_1113,U_875,2023-01-15 21:15:25,1593.62,"Houston, TX",0
TXN_1114,U_982,2023-01-06 04:43:02,33.01,"Philadelphia, PA",0
TXN_1115,U_453,2023-01-12 12:42:41,582.1,"New York, NY",0
TXN_1116,U_953,2023-01-02 09:00:34,631.61,"San Antonio, TX",0
TXN_1117,U_674,2023-01-20 15:56:45,342.63,"New York, NY",0
TXN_1118,U_413,2023-01-03 15:18:17,35.98,"Los Angeles, CA",0
TXN_1119,U_791,2023-01-17 15:35:33,366.35,"Chicago, IL",0
TXN_1120,U_543,2023-01-24 19:54:12,743.65,"Chicago, IL",0
TXN_1121,U_152,2023-01-03 21:50:51,248.12,"Phoenix, AZ",0
TXN_1122,U_104,2023-01-12 15:04:06,94.21,"Chicago, IL",0
TXN_1123,U_976,2023-01-03 04:36:47,762.91,"Phoenix, AZ",0
TXN_1124,U_146,2023-01-15 14:06:26,1019.54,"San Antonio, TX",0
TXN_1125,U_919,2023-01-14 05:30:52,3496.24,"San Antonio, TX",0
TXN_1126,U_205,2023-01-03 13:54:26,1590.65,"San Antonio, TX",0
TXN_1127,U_930,2023-01-25 14:23:23,1812.74,"Chicago, IL",1
TXN_1128,U_840,2023-01-03 02:51:02,564.17,"Los Angeles, CA",0
TXN_1129,U_740,2023-01-23 00:13:45,2472.62,"San Antonio, TX",0
TXN_1130,U_850,2023-01-13 01:47:13,279.16,"Chicago, IL",0
TXN_1131,U_217,2023-01-13 08:50:32,1084.39,"San Antonio, TX",0
TXN_1132,U_984,2023-01-29 14:19:44,3103.1,"Houston, TX",0
TXN_1133,U_803,2023-01-07 06:20:52,951.03,"Phoenix, AZ",0
TXN_1134,U_346,2023-01-26 01:12:47,177.74,"Philadelphia, PA",0
TXN_1135,U_185,2023-01-05 02:46:52,128.38,"Los Angeles, CA",0
TXN_1136,U_168,2023-01-21 05:33:34,46.58,"San Diego, CA",0
TXN_1137,U_849,2023-01-01 21:53:01,1221.24,"San Diego, CA",0
TXN_1138,U_303,2023-01-28 19:33:35,107.96,"Chicago, IL",0
TXN_1139,U_531,2023-01-14 12:55:48,646.45,"Philadelphia, PA",0
TXN_1140,U_388,2023-01-13 19:41:17,1054.18,"Los Angeles, CA",0
TXN_1141,U_861,2023-01-17 07:20:36,2461.54,"Chicago, IL",1
TXN_1142,U_322,2023-01-11 06:27:05,700.23,"Chicago, IL",0
TXN_1143,U_424,2023-01-19 09:27:08,182.85,"New York, NY",0
TXN_1144,U_891,2023-01-27 10:58:23,1033.39,"New York, NY",0
TXN_1145,U_596,2023-01-01 13:38:35,886.35,"Phoenix, AZ",0
TXN_1146,U_574,2023-01-09 08:29:07,861.78,"Los Angeles, CA",0
TXN_1147,U_789,2023-01-07 04:57:06,1825.83,"San Antonio, TX",1
TXN_1148,U_526,2023-01-03 21:51:32,988.34,"New York, NY",0
TXN_1149,U_676,2023-01-13 13:54:40,1059.07,"Houston, TX",0
TXN_1150,U_142,2023-01-24 19:02:03,325.15,"New York, NY",0
TXN_1151,U_111,2023-01-10 13:08:46,478.62,"San Diego, CA",0
TXN_1152,U_352,2023-01-05 11:09:37,2101.87,"San Diego, CA",1
TXN_1153,U_189,2023-01-08 09:27:53,1149.49,"New York, NY",0
TXN_1154,U_517,2023-01-01 00:54:27,1185.55,"Los Angeles, CA",0
TXN_1155,U_725,2023-01-02 19:39:24,2764.05,"Los Angeles, CA",0
TXN_1156,U_475,2023-01-06 23:32:51,200.33,"New York, NY",0
TXN_1157,U_556,2023-01-08 23:58:15,1649.21,"Los Angeles, CA",0
TXN_1158,U_788,2023-01-11 01:31:14,537.08,"Houston, TX",0
TXN_1159,U_195,2023-01-05 15:16:13,830.23,"San Antonio, TX",0
TXN_1160,U_879,2023-01-15 01:44:16,1143.95,"Los Angeles, CA",0
TXN_1161,U_378,2023-01-30 01:42:00,1459.38,"Chicago, IL",1
TXN_1162,U_161,2023-01-24 05:40:35,1756.33,"Chicago, IL",0
TXN_1163,U_441,2023-01-01 18:23:54,110.34,"Houston, TX",0
TXN_1164,U_711,2023-01-05 17:53:15,3363.06,"New York, NY",1
TXN_1165,U_364,2023-01-01 14:25:34,3012.95,"Houston, TX",0
TXN_1166,U_950,2023-01-01 01:31:26,91.96,"New York, NY",0
TXN_1167,U_168,2023-01-13 00:44:18,927.41,"Los Angeles, CA",0
TXN_1168,U_990,2023-01-21 22:44:51,2927.38,"Philadelphia, PA",0
TXN_1169,U_243,2023-01-28 14:54:48,917.43,"Philadelphia, PA",1
TXN_1170,U_141,2023-01-11 07:04:25,587.56,"New York, NY",0
TXN_1171,U_314,2023-01-01 20:41:00,437.19,"Phoenix, AZ",0
TXN_1172,U_757,2023-01-21 13:23:23,1760.85,"Phoenix, AZ",1
TXN_1173,U_352,2023-01-30 08:03:49,92.86,"Phoenix, AZ",0
TXN_1174,U_752,2023-01-25 17:23:53,510.26,"Phoenix, AZ",0
TXN_1175,U_894,2023-01-10 07:44:57,163.53,"Los Angeles, CA",0
TXN_1176,U_128,2023-01-16 11:34:42,875.61,"New York, NY",0
TXN_1177,U_464,2023-01-27 02:17:36,2128.27,"Houston, TX",0
TXN_1178,U_756,2023-01-24 05:19:02,4273.77,"Phoenix, AZ",0
TXN_1179,U_231,2023-01-15 01:39:17,1236.62,"New York, NY",0
TXN_1180,U_886,2023-01-03 21:04:43,822.36,"New York, NY",0
TXN_1181,U_190,2023-01-06 04:32:25,405.85,"Phoenix, AZ",0
TXN_1182,U_225,2023-01-22 18:04:50,297.6,"San Diego, CA",0
TXN_1183,U_853,2023-01-10 03:29:01,637.95,"San Diego, CA",1
TXN_1184,U_555,2023-01-17 20:08:28,1735.42,"Philadelphia, PA",0
TXN_1185,U_100,2023-01-19 15:49:22,880.55,"Houston, TX",0
TXN_1186,U_289,2023-01-09 17:46:35,341.47,"Houston, TX",0
TXN_1187,U_923,2023-01-03 11:25:20,258.08,"San Antonio, TX",0
TXN_1188,U_233,2023-01-18 11:17:13,17.23,"Chicago, IL",0
TXN_1189,U_771,2023-01-17 22:48:12,49.12,"San Diego, CA",0
TXN_1190,U_248,2023-01-22 11:26:07,755.14,"Los Angeles, CA",0
TXN_1191,U_302,2023-01-09 11:18:19,81.66,"San Diego, CA",0
TXN_1192,U_326,2023-01-05 21:39:30,3488.58,"Los Angeles, CA",0
TXN_1193,U_501,2023-01-10 22:22:38,997.63,"San Diego, CA",0
TXN_1194,U_625,2023-01-28 06:32:46,611.13,"San Antonio, TX",0
TXN_1195,U_472,2023-01-17 09:37:57,489.84,"San Diego, CA",0
TXN_1196,U_570,2023-01-27 01:45:28,2473.1,"Phoenix, AZ",0
TXN_1197,U_429,2023-01-11 17:54:39,64.61,"Philadelphia, PA",0
TXN_1198,U_457,2023-01-29 18:19:55,117.9,"Los Angeles, CA",0
TXN_1199,U_472,2023-01-02 20:39:35,190.94,"Houston, TX",0
TXN_1200,U_775,2023-01-29 11:41:59,440.95,"New York, NY",0
TXN_1201,U_277,2023-01-16 13:20:27,85.92,"Chicago, IL",0
TXN_1202,U_140,2023-01-10 03:47:47,4288.87,"New York, NY",0
TXN_1203,U_601,2023-01-05 10:38:54,773.08,"Los Angeles, CA",0
TXN_1204,U_823,2023-01-13 01:41:32,1159.33,"Chicago, IL",0
TXN_1205,U_657,2023-01-02 10:00:02,1733.99,"San Diego, CA",0
TXN_1206,U_693,2023-01-07 15:21:35,875.27,"New York, NY",0
TXN_1207,U_549,2023-01-06 12:46:47,2097.82,"Los Angeles, CA",0
TXN_1208,U_350,2023-01-15 18:05:32,185.13,"San Diego, CA",0
TXN_1209,U_900,2023-01-13 20:26:29,1668.65,"San Antonio, TX",0
TXN_1210,U_323,2023-01-02 07:20:16,477.79,"New York, NY",0
TXN_1211,U_381,2023-01-02 13:33:50,504.21,"Los Angeles, CA",0
TXN_1212,U_926,2023-01-17 00:13:14,846.84,"Chicago, IL",0
TXN_1213,U_709,2023-01-04 03:14:06,324.39,"Chicago, IL",0
TXN_1214,U_922,2023-01-24 02:14:29,1181.73,"Houston, TX",0
TXN_1215,U_808,2023-01-27 23:55:17,2448.75,"Phoenix, AZ",0
TXN_1216,U_122,2023-01-22 12:15:32,1300.07,"San Diego, CA",0
TXN_1217,U_813,2023-01-02 21:21:13,479.57,"Houston, TX",0
TXN_1218,U_184,2023-01-18 08:09:49,234.47,"New York, NY",0
TXN_1219,U_100,2023-01-16 19:04:12,936.85,"New York, NY",0
TXN_1220,U_545,2023-01-15 11:08:48,1118.83,"Chicago, IL",0
TXN_1221,U_899,2023-01-02 01:36:33,448.42,"San Diego, CA",0
TXN_1222,U_171,2023-01-06 21:09:13,739.61,"Philadelphia, PA",0
TXN_1223,U_217,2023-01-16 17:57:22,739.31,"San Diego, CA",0
TXN_1224,U_367,2023-01-08 09:47:33,3446.2,"San Diego, CA",0
TXN_1225,U_833,2023-01-09 01:56:08,896.49,"San Diego, CA",0
TXN_1226,U_866,2023-01-23 23:37:18,550.65,"Philadelphia, PA",0
TXN_1227,U_328,2023-01-10 13:29:56,1024.88,"Phoenix, AZ",0
TXN_1228,U_174,2023-01-04 15:43:46,2339.6,"Los Angeles, CA",0
TXN_1229,U_803,2023-01-01 01:55:49,941.72,"New York, NY",0
TXN_1230,U_949,2023-01-07 08:50:22,580.32,"San Antonio, TX",0
TXN_1231,U_546,2023-01-30 18:53:39,797.85,"Philadelphia, PA",0
TXN_1232,U_580,2023-01-23 08:44:07,2418.2,"New York, NY",0
TXN_1233,U_641,2023-01-01 19:33:10,746.5,"San Diego, CA",0
TXN_1234,U_180,2023-01-16 00:08:36,1596.95,"Phoenix, AZ",0
TXN_1235,U_237,2023-01-15 15:24:00,682.5,"Houston, TX",0
TXN_1236,U_607,2023-01-08 12:36:39,51.95,"San Antonio, TX",0
TXN_1237,U_873,2023-01-22 09:43:16,431.81,"Philadelphia, PA",0
TXN_1238,U_225,2023-01-30 05:55:54,871.67,"San Antonio, TX",0
TXN_1239,U_982,2023-01-08 15:46:54,142.98,"San Antonio, TX",0
TXN_1240,U_282,2023-01-27 14:53:18,516.33,"Los Angeles, CA",0
TXN_1241,U_619,2023-01-19 21:05:07,205.75,"Los Angeles, CA",0
TXN_1242,U_795,2023-01-27 06:24:24,2275.97,"Houston, TX",0
TXN_1243,U_294,2023-01-30 05:03:22,1106.29,"Houston, TX",0
TXN_1244,U_160,2023-01-11 18:00:18,46.73,"Philadelphia, PA",0
TXN_1245,U_104,2023-01-18 16:48:17,331.55,"Chicago, IL",0
TXN_1246,U_928,2023-01-28 13:45:57,97.89,"Houston, TX",0
TXN_1247,U_612,2023-01-13 02:52:52,622.63,"Chicago, IL",0
TXN_1248,U_445,2023-01-01 14:22:25,142.82,"Chicago, IL",0
TXN_1249,U_829,2023-01-15 14:24:26,45.11,"Chicago, IL",0
TXN_1250,U_348,2023-01-15 03:41:09,90.3,"Phoenix, AZ",0
TXN_1251,U_449,2023-01-17 13:05:51,68.02,"Los Angeles, CA",0
TXN_1252,U_125,2023-01-07 19:29:39,1645.94,"Philadelphia, PA",0
TXN_1253,U_724,2023-01-30 17:54:42,208.98,"San Antonio, TX",0
TXN_1254,U_818,2023-01-23 18:13:02,467.79,"San Diego, CA",0
TXN_1255,U_825,2023-01-05 12:13:13,1431.93,"Chicago, IL",0
TXN_1256,U_177,2023-01-20 21:58:04,69.37,"San Diego, CA",0
TXN_1257,U_798,2023-01-25 01:13:27,147.85,"San Antonio, TX",0
TXN_1258,U_102,2023-01-30 11:13:46,764.53,"Phoenix, AZ",0
TXN_1259,U_373,2023-01-08 07:04:25,442.18,"New York, NY",0
TXN_1260,U_982,2023-01-15 01:38:22,115.79,"Philadelphia, PA",0
TXN_1261,U_730,2023-01-17 10:56:36,206.24,"Phoenix, AZ",0
TXN_1262,U_138,2023-01-26 09:03:34,98.44,"San Diego, CA",0
TXN_1263,U_225,2023-01-08 15:02:36,905.4,"New York, NY",0
TXN_1264,U_679,2023-01-06 09:43:30,1051.46,"New York, NY",0
TXN_1265,U_245,2023-01-01 07:25:34,882.55,"Houston, TX",0
TXN_1266,U_569,2023-01-07 05:13:18,1373.22,"San Antonio, TX",0
TXN_1267,U_468,2023-01-01 06:27:55,141.48,"New York, NY",0
TXN_1268,U_524,2023-01-27 11:37:08,456.11,"San Diego, CA",0
TXN_1269,U_381,2023-01-07 15:05:35,850.78,"New York, NY",0
TXN_1270,U_414,2023-01-10 07:14:52,406.0,"Houston, TX",0
TXN_1271,U_476,2023-01-11 22:26:29,260.32,"San Diego, CA",0
TXN_1272,U_681,2023-01-26 02:37:35,180.16,"Philadelphia, PA",0
TXN_1273,U_942,2023-01-10 23:35:57,195.4,"San Antonio, TX",0
TXN_1274,U_922,2023-01-26 16:59:52,88.64,"San Diego, CA",0
TXN_1275,U_342,2023-01-12 23:00:55,1198.9,"New York, NY",0
TXN_1276,U_322,2023-01-07 06:11:17,512.26,"Houston, TX",0
TXN_1277,U_831,2023-01-21 01:18:02,2011.24,"Houston, TX",0
TXN_1278,U_745,2023-01-23 18:09:57,303.28,"Chicago, IL",0
TXN_1279,U_603,2023-01-12 22:08:37,1109.56,"San Diego, CA",0
TXN_1280,U_540,2023-01-07 01:52:14,770.8,"Philadelphia, PA",0
TXN_1281,U_125,2023-01-26 20:44:53,3446.83,"Los Angeles, CA",0
TXN_1282,U_935,2023-01-15 07:48:35,713.48,"San Diego, CA",0
TXN_1283,U_212,2023-01-28 00:00:11,126.98,"New York, NY",0
TXN_1284,U_189,2023-01-11 00:15:09,345.56,"Phoenix, AZ",0
TXN_1285,U_904,2023-01-13 03:48:13,172.66,"San Diego, CA",0
TXN_1286,U_967,2023-01-17 09:20:12,765.55,"Houston, TX",0
TXN_1287,U_772,2023-01-05 11:12:05,415.38,"New York, NY",0
TXN_1288,U_109,2023-01-05 15:58:01,4606.2,"Houston, TX",0
TXN_1289,U_112,2023-01-01 01:28:07,2085.07,"Los Angeles, CA",1
TXN_1290,U_418,2023-01-23 23:28:16,129.09,"Houston, TX",0
TXN_1291,U_649,2023-01-18 02:34:10,434.04,"San Antonio, TX",0
TXN_1292,U_916,2023-01-08 00:50:12,2115.61,"Philadelphia, PA",1
TXN_1293,U_433,2023-01-16 22:49:24,1317.55,"Chicago, IL",0
TXN_1294,U_236,2023-01-29 06:50:51,481.79,"New York, NY",0
TXN_1295,U_612,2023-01-13 15:28:21,54.29,"Houston, TX",0
TXN_1296,U_448,2023-01-07 03:51:35,2092.92,"Los Angeles, CA",1
TXN_1297,U_369,2023-01-29 08:02:37,1748.73,"New York, NY",0
TXN_1298,U_264,2023-01-07 01:04:04,273.78,"Phoenix, AZ",0
TXN_1299,U_177,2023-01-22 11:26:59,385.08,"San Diego, CA",0
TXN_1300,U_141,2023-01-19 03:18:41,1701.08,"New York, NY",0
TXN_1301,U_394,2023-01-13 14:18:07,626.16,"San Diego, CA",0
TXN_1302,U_521,2023-01-27 19:08:06,582.58,"Phoenix, AZ",0
TXN_1303,U_764,2023-01-08 23:29:36,501.73,"New York, NY",0
TXN_1304,U_920,2023-01-12 00:59:19,265.1,"San Diego, CA",0
TXN_1305,U_138,2023-01-19 20:09:41,409.69,"Los Angeles, CA",0
TXN_1306,U_278,2023-01-18 19:23:21,154.98,"Houston, TX",0
TXN_1307,U_114,2023-01-16 05:35:28,767.41,"Los Angeles, CA",0
TXN_1308,U_330,2023-01-26 09:57:55,6076.64,"Los Angeles, CA",0
TXN_1309,U_540,2023-01-10 20:58:08,1232.52,"Philadelphia, PA",0
TXN_1310,U_510,2023-01-28 08:00:32,39.11,"Houston, TX",0
TXN_1311,U_697,2023-01-10 18:53:53,1442.41,"Houston, TX",0
TXN_1312,U_734,2023-01-15 03:52:00,113.61,"Phoenix, AZ",0
TXN_1313,U_258,2023-01-27 14:55:19,931.23,"New York, NY",0
TXN_1314,U_114,2023-01-21 21:31:08,781.23,"Philadelphia, PA",0
TXN_1315,U_256,2023-01-29 11:28:11,1482.89,"New York, NY",0
TXN_1316,U_510,2023-01-26 23:31:42,917.41,"Houston, TX",0
TXN_1317,U_391,2023-01-18 20:01:29,295.08,"Houston, TX",0
TXN_1318,U_168,2023-01-05 11:52:29,3044.88,"Philadelphia, PA",1
TXN_1319,U_233,2023-01-23 21:44:39,555.95,"Phoenix, AZ",0
TXN_1320,U_445,2023-01-01 21:07:57,1276.38,"Philadelphia, PA",1
TXN_1321,U_240,2023-01-23 02:05:27,1431.99,"Phoenix, AZ",1
TXN_1322,U_715,2023-01-03 15:56:43,903.85,"Los Angeles, CA",0
TXN_1323,U_455,2023-01-18 23:35:31,1566.05,"Los Angeles, CA",0
TXN_1324,U_904,2023-01-11 07:24:55,1058.74,"New York, NY",0
TXN_1325,U_703,2023-01-21 11:27:26,938.22,"San Antonio, TX",0
TXN_1326,U_150,2023-01-06 18:31:56,115.09,"Los Angeles, CA",0
TXN_1327,U_396,2023-01-27 08:15:06,604.36,"Philadelphia, PA",0
TXN_1328,U_913,2023-01-28 13:30:12,4194.17,"Los Angeles, CA",0
TXN_1329,U_721,2023-01-29 16:03:34,2541.31,"Chicago, IL",0
TXN_1330,U_930,2023-01-15 02:04:38,262.99,"Houston, TX",0
TXN_1331,U_760,2023-01-20 20:33:50,61.32,"New York, NY",0
TXN_1332,U_236,2023-01-25 22:31:37,1628.81,"San Diego, CA",0
TXN_1333,U_216,2023-01-11 05:39:37,410.71,"San Antonio, TX",0
TXN_1334,U_674,2023-01-22 23:25:39,775.88,"Houston, TX",0
TXN_1335,U_174,2023-01-06 09:38:45,430.18,"Chicago, IL",0
TXN_1336,U_309,2023-01-19 07:18:50,1342.51,"Los Angeles, CA",0
TXN_1337,U_628,2023-01-08 15:55:43,259.38,"Phoenix, AZ",0
TXN_1338,U_975,2023-01-12 12:48:50,290.32,"San Antonio, TX",0
TXN_1339,U_124,2023-01-16 22:50:46,185.94,"Chicago, IL",0
TXN_1340,U_600,2023-01-05 10:25:52,1521.38,"San Antonio, TX",0
TXN_1341,U_761,2023-01-19 10:12:41,18.18,"Houston, TX",0
TXN_1342,U_568,2023-01-27 02:38:40,384.06,"Chicago, IL",1
TXN_1343,U_460,2023-01-12 04:42:24,1260.88,"Los Angeles, CA",1
TXN_1344,U_575,2023-01-13 00:34:56,361.1,"San Diego, CA",0
TXN_1345,U_835,2023-01-02 13:05:54,240.6,"Los Angeles, CA",0
TXN_1346,U_822,2023-01-04 01:23:43,636.55,"Los Angeles, CA",0
TXN_1347,U_404,2023-01-21 17:19:40,479.37,"San Diego, CA",0
TXN_1348,U_243,2023-01-20 06:54:31,890.41,"Chicago, IL",0
TXN_1349,U_868,2023-01-07 19:26:05,1549.97,"Phoenix, AZ",1
